Egonet,Node,DegreeCentrality,EigenvectorCentrality,Gender
aaaad,145,0.3026086956521739,0.2616873309330712,0
aaaad,58,0.04521739130434783,0.03385984638061464,1
aaaad,156,0.12173913043478261,0.11349658733853651,1
aaaad,13,0.3339130434782609,0.2819356891795569,1
aaaad,188,0.35130434782608694,0.30997551941129386,0
aaaad,440,0.34782608695652173,0.31912955706381824,0
aaaad,307,0.64,0.5377655054274119,0
aaaad,445,0.059130434782608696,0.04184122778014781,1
aaaad,289,0.034782608695652174,0.025936066924918944,0
aaaad,447,0.05217391304347826,0.0522379564698997,0
aaaad,138,0.15304347826086956,0.1577215648941795,0
aaaad,21,0.19478260869565217,0.09729253376917586,1
aaaad,266,0.1426086956521739,0.11768095517180999,0
aaaad,462,0.02434782608695652,0.02315165728788942,1
aaaad,463,0.6191304347826087,0.41455144689994594,0
aaaad,324,0.09391304347826086,0.06972104602475666,0
aaaad,180,0.2539130434782609,0.2146311288873973,1
aaaad,471,0.16695652173913045,0.16267315718419545,0
aaaad,325,0.22260869565217392,0.22227897117954706,0
aaaad,35,0.5008695652173913,0.41669982451844456,1
aaaad,568,0.22260869565217392,0.1986179265765596,0
aaaad,247,0.20521739130434782,0.18442523856568924,1
aaaad,481,0.288695652173913,0.25929907619101916,1
aaaad,41,0.2539130434782609,0.19922734610278345,0
aaaad,42,0.17391304347826086,0.15565869436110571,1
aaaad,314,0.2817391304347826,0.27890191268876774,0
aaaad,191,0.05565217391304348,0.0450231111080167,1
aaaad,342,0.2782608695652174,0.2625247710894571,1
aaaad,343,0.24347826086956523,0.21279487238662087,1
aaaad,197,0.39304347826086955,0.34214478411101457,1
aaaad,198,0.3339130434782609,0.20509484927790572,0
aaaad,201,0.22260869565217392,0.18915625044353648,1
aaaad,57,0.24,0.20129540311990216,0
aaaad,242,0.14608695652173914,0.12574267905455583,1
aaaad,500,0.06956521739130435,0.050486497883661954,1
aaaad,26,0.3339130434782609,0.2609548074546865,0
aaaad,491,0.2539130434782609,0.2297423394195157,0
aaaad,503,0.21913043478260869,0.19227719772891091,0
aaaad,210,0.22956521739130434,0.20721770736089395,1
aaaad,353,0.5878260869565217,0.49715203051096457,0
aaaad,357,0.23304347826086957,0.2063872424757671,1
aaaad,64,0.37565217391304345,0.3253710315287798,0
aaaad,439,0.23652173913043478,0.21870712514319315,1
aaaad,217,0.006956521739130435,0.016453234235357887,0
aaaad,70,0.49391304347826087,0.39914878236904777,0
aaaad,479,0.1634782608695652,0.1590278786488176,0
aaaad,370,0.24347826086956523,0.21364360054117124,1
aaaad,81,0.05565217391304348,0.040037848039586606,1
aaaad,82,0.32,0.2920637595074474,0
aaaad,379,0.1391304347826087,0.13216341617673685,1
aaaad,278,0.1634782608695652,0.1476951793008089,1
aaaad,525,0.271304347826087,0.2514432677757392,1
aaaad,385,0.10782608695652174,0.10097653539815253,1
aaaad,94,0.23652173913043478,0.21555465655026118,1
aaaad,527,0.12173913043478261,0.11400039863426122,0
aaaad,245,0.2643478260869565,0.2588367218692252,0
aaaad,37,0.05565217391304348,0.043032526174198955,0
aaaad,99,0.22956521739130434,0.19562525889703497,1
aaaad,534,0.2921739130434783,0.2559459168608037,0
aaaad,250,0.35478260869565215,0.2181779750788724,1
aaaad,56,0.22956521739130434,0.19272455022817198,0
aaaad,390,0.23304347826086957,0.20392706711266156,0
aaaad,106,0.24,0.21167760958690965,1
aaaad,117,0.24347826086956523,0.24010511956726058,0
aaaad,275,0.1634782608695652,0.15660868019035115,0
aaaad,261,0.24347826086956523,0.12423017871493611,1
aaaad,559,0.17739130434782607,0.17785248627671305,0
aaaad,404,0.06260869565217392,0.04714559686492853,1
aaaad,124,0.46956521739130436,0.24235639808232665,1
aaaad,546,0.03130434782608696,0.022363948829421332,1
aaaad,273,0.3095652173913043,0.2628219865799436,1
aaaad,413,0.2573913043478261,0.26659982850347314,0
aaaad,414,0.18434782608695652,0.1677273364749646,0
aaaad,133,0.09739130434782609,0.09163618255937614,0
aaaad,136,0.03130434782608696,0.02703347920152839,1
aaaad,574,0.19826086956521738,0.1880250895875348,1
aaaad,575,0.1426086956521739,0.14339347060310667,0
aaaad,3,0.20521739130434782,0.13733821203206223,1
aaaad,139,0.11130434782608696,0.07806706799551393,0
aaaad,303,0.14956521739130435,0.1182272203238479,0
aaaad,541,0.10086956521739131,0.09436184184536443,0
aaaad,19,0.2991304347826087,0.2384035060579166,0
aaaad,313,0.09391304347826086,0.07660398285946247,0
aaaad,469,0.1808695652173913,0.0990440471315903,0
aaaad,443,0.11130434782608696,0.06422724411843768,0
aaaad,219,0.3408695652173913,0.280674120099813,0
aaaad,222,0.03826086956521739,0.033819410779599254,1
aaaad,326,0.07652173913043478,0.0408954109618043,0
aaaad,7,0.3582608695652174,0.34199224852189536,0
aaaad,255,0.3443478260869565,0.3136814744948881,0
aaaad,474,0.10434782608695652,0.055988935296735536,0
aaaad,8,0.24695652173913044,0.23238698402156965,0
aaaad,182,0.05217391304347826,0.03282278789785546,1
aaaad,38,0.3373913043478261,0.29176357738911557,0
aaaad,399,0.034782608695652174,0.030990487690037132,1
aaaad,555,0.3165217391304348,0.16929970992071988,0
aaaad,262,0.3582608695652174,0.3018746805923121,0
aaaad,401,0.06956521739130435,0.040187129015498646,1
aaaad,392,0.17391304347826086,0.16891544678528675,0
aaaad,337,0.38608695652173913,0.3726738735072939,0
aaaad,193,0.6156521739130435,0.4578769196639669,0
aaaad,339,0.18434782608695652,0.18287657032272134,0
aaaad,31,0.1356521739130435,0.07030152118522207,1
aaaad,435,0.23652173913043478,0.11826623309649012,0
aaaad,91,0.18434782608695652,0.15635260154154906,1
aaaad,384,0.1356521739130435,0.06596447106494119,0
aaaad,130,0.16,0.09293619667985113,1
aaaad,131,0.08695652173913043,0.07675539257476849,1
aaaad,387,0.3408695652173913,0.2683733511341296,0
aaaad,497,0.10782608695652174,0.07485663119282032,0
aaaad,171,0.11478260869565217,0.11207308955464608,0
aaaad,207,0.1808695652173913,0.13203240535902447,1
aaaad,502,0.10782608695652174,0.07041443935619425,0
aaaad,400,0.24347826086956523,0.188852761515433,0
aaaad,211,0.11826086956521739,0.059175633178320336,0
aaaad,461,0.18782608695652173,0.1769913499713633,0
aaaad,134,0.04869565217391304,0.05734397333034043,0
aaaad,270,0.21217391304347827,0.13642298489256124,0
aaaad,321,0.05565217391304348,0.049142162365694124,1
aaaad,4,0.04869565217391304,0.06914034546554633,1
aaaad,430,0.18782608695652173,0.16525607200250403,1
aaaad,28,0.3130434782608696,0.29125510943351574,1
aaaad,360,0.24,0.22887453902969052,1
aaaad,92,0.3617391304347826,0.3260907679141467,1
aaaad,473,0.23652173913043478,0.22786262450649877,0
aaaad,294,0.15304347826086956,0.14064026898870274,0
aaaad,73,0.24,0.22576651623046154,1
aaaad,151,0.17043478260869566,0.14375663806619624,1
aaaad,433,0.3026086956521739,0.29051885785814435,1
aaaad,329,0.09391304347826086,0.08527463130912845,1
aaaad,10,0.11826086956521739,0.1293744076366973,0
aaaad,436,0.3408695652173913,0.319130740754866,0
aaaad,457,0.2539130434782609,0.20685886843583728,1
aaaad,122,0.12869565217391304,0.10895088523473814,1
aaaad,475,0.3826086956521739,0.3455937017843784,1
aaaad,47,0.17739130434782607,0.148900758213932,1
aaaad,411,0.3095652173913043,0.28098814658519633,1
aaaad,51,0.2573913043478261,0.21775811799940964,0
aaaad,93,0.23652173913043478,0.23887232203594408,0
aaaad,169,0.3373913043478261,0.31066225261343383,1
aaaad,452,0.18782608695652173,0.18289592430280147,1
aaaad,421,0.22956521739130434,0.22328255528025495,1
aaaad,573,0.3652173913043478,0.3081572548995135,1
aaaad,504,0.09043478260869565,0.07570593628559849,1
aaaad,105,0.35478260869565215,0.32010640408462443,1
aaaad,6,0.18782608695652173,0.19102115570733436,1
aaaad,358,0.2817391304347826,0.26892588671141765,1
aaaad,177,0.04521739130434783,0.06642570826860317,1
aaaad,89,0.2573913043478261,0.25974828288097046,0
aaaad,32,0.20173913043478262,0.22113583885635205,0
aaaad,112,0.43478260869565216,0.3879029772568267,1
aaaad,366,0.2539130434782609,0.2524704119531284,0
aaaad,432,0.16695652173913045,0.16662335518532778,0
aaaad,332,0.21565217391304348,0.22541729999323132,1
aaaad,187,0.17043478260869566,0.18004636862127327,0
aaaad,158,0.24347826086956523,0.23152188461373138,1
aaaad,305,0.21217391304347827,0.21261194341706424,0
aaaad,84,0.1426086956521739,0.15845862364575825,0
aaaad,563,0.2747826086956522,0.2485157531972111,1
aaaad,296,0.21217391304347827,0.20777079627220005,0
aaaad,478,0.12173913043478261,0.12266633394509888,0
aaaad,194,0.3443478260869565,0.32846674334409937,1
aaaad,277,0.35130434782608694,0.302540711855514,1
aaaad,192,0.15304347826086956,0.11827626318913607,0
aaaad,317,0.2573913043478261,0.2152498201792534,1
aaaad,320,0.2956521739130435,0.2547907681032749,1
aaaad,355,0.12521739130434784,0.10441152514550253,0
aaaad,295,0.2539130434782609,0.22970424301598505,1
aaaad,190,0.22956521739130434,0.2281565465080915,0
aaaad,23,0.3269565217391304,0.2451817721735414,1
aaaad,318,0.35130434782608694,0.2943971284394567,0
aaaad,464,0.20869565217391303,0.18994813341269437,0
aaaad,328,0.19130434782608696,0.182772922353405,1
aaaad,480,0.11826086956521739,0.1292061960733269,0
aaaad,186,0.18782608695652173,0.19400347240113602,0
aaaad,484,0.059130434782608696,0.06080078889786556,0
aaaad,486,0.2991304347826087,0.2737215857719541,1
aaaad,54,0.22260869565217392,0.17975678794028685,0
aaaad,485,0.18434782608695652,0.1634702915021894,1
aaaad,359,0.04521739130434783,0.046702890947515806,0
aaaad,85,0.3026086956521739,0.26573512872264254,1
aaaad,519,0.15304347826086956,0.1449249296297243,1
aaaad,162,0.2852173913043478,0.26999357328360774,1
aaaad,522,0.16695652173913045,0.15430057703477687,1
aaaad,238,0.07652173913043478,0.0826842642321985,0
aaaad,348,0.22956521739130434,0.20339131177010458,0
aaaad,532,0.19826086956521738,0.19435806422835772,0
aaaad,103,0.288695652173913,0.26023168747302194,1
aaaad,15,0.20869565217391303,0.18500608170357974,1
aaaad,544,0.10782608695652174,0.13161644897340394,1
aaaad,547,0.12869565217391304,0.14134981410921493,0
aaaad,550,0.21217391304347827,0.19603806963635015,1
aaaad,453,0.08347826086956522,0.08722345075400391,0
aaaad,566,0.17391304347826086,0.17119167989410372,1
aaaad,229,0.23652173913043478,0.23793851914306388,0
aaaad,423,0.24347826086956523,0.23679431154671915,0
aaaad,285,0.10086956521739131,0.09626542708380852,0
aaaad,356,0.17739130434782607,0.16703648207586422,0
aaaad,506,0.48695652173913045,0.3960953977611385,0
aaaad,513,0.38956521739130434,0.3386645424239167,0
aaaad,371,0.06956521739130435,0.06912468208847361,1
aaaad,322,0.2782608695652174,0.2594133254801376,0
aaaad,361,0.10086956521739131,0.06329926158615909,0
aaaad,69,0.12869565217391304,0.1235372142741367,0
aaaad,299,0.15304347826086956,0.13725694267242455,0
aaaad,154,0.17391304347826086,0.14773836053633482,1
aaaad,11,0.15304347826086956,0.10149089404391606,1
aaaad,489,0.12173913043478261,0.13058389044349733,1
aaaad,442,0.18434782608695652,0.1569666210520347,0
aaaad,562,0.19130434782608696,0.15471482307517423,1
aaaad,409,0.3582608695652174,0.2778305973225965,0
aaaad,283,0.19478260869565217,0.15599536745890832,0
aaaad,410,0.1356521739130435,0.1093407398990655,1
aaaad,341,0.2747826086956522,0.2516609820327227,0
aaaad,451,0.49043478260869566,0.3816931103448019,0
aaaad,22,0.05565217391304348,0.06440260118296208,1
aaaad,163,0.1426086956521739,0.13767082840526054,0
aaaad,530,0.22608695652173913,0.22885447909153875,0
aaaad,9,0.05217391304347826,0.044380645537914896,0
aaaad,407,0.12521739130434784,0.07611628218510234,1
aaaad,87,0.2539130434782609,0.18612360425598448,1
aaaad,272,0.18782608695652173,0.14385245525064666,0
aaaad,100,0.07304347826086957,0.07465553730512348,0
aaaad,221,0.1356521739130435,0.07563371606091787,1
aaaad,252,0.36869565217391304,0.28530117824450707,1
aaaad,542,0.12521739130434784,0.11798220355840663,0
aaaad,386,0.06956521739130435,0.07064525030355355,0
aaaad,251,0.16,0.13958915561052945,0
aaaad,467,0.16695652173913045,0.13555808534161903,0
aaaad,425,0.09043478260869565,0.059863529342866234,0
aaaad,531,0.11130434782608696,0.07572829817429619,0
aaaad,482,0.37217391304347824,0.32187784607435094,0
aaaad,373,0.11826086956521739,0.0902198594262195,0
aaaad,120,0.08695652173913043,0.07361483605719506,0
aaaad,405,0.06608695652173913,0.05411431609036655,0
aaaad,561,0.12869565217391304,0.0955571777880652,0
aaaad,380,0.08695652173913043,0.06395743477849047,0
aaaad,449,0.17043478260869566,0.13119018179639336,0
aaaad,524,0.08695652173913043,0.05832491904094499,0
aaaad,415,0.07652173913043478,0.06553610275855444,1
aaaad,495,0.03130434782608696,0.03202386455504586,0
aaaad,61,0.12521739130434784,0.09438243673823318,0
aaaad,12,0.09391304347826086,0.04931247044660468,1
